"Tenormin","atenolol","""I am a 48 yr male and have been taking as directed 50mg day for 6 months, blood pressure now 125/80 and stable. I drink approximately 1 liter of whiskey every two days and notice no other side effects other than I cannot maintain an erection for as long as before taking this. I should mention that I've been drinking this amount of rye since I was 20yrs old and that this is the only medicine I take. ""","September 30, 2009"
"Tenormin","atenolol","""I took this medication for about a year. Felt severely depressed. Retained fluid. Switched medical insurance which resulted in my seeing another doctor. He changed me from Tenormin to Accupril. After one month, my world changed. No longer hated to get out of the bed each morning. Could now wear my wedding band on my ring finger.
Tenormin was the wrong medicine for me. Wrote a letter to my prior doctor to let her know of my experience.""","August 7, 2009"
"Tenormin","atenolol","""Had severe tachycardia since 2004.  I take 50mg 2x daily and resting pulse remains below 100 bpm.""","July 29, 2009"
"Tenormin","atenolol","""I was taking Tenormin for about 3 years before I had an episode of chest pain. After tests it was determined that I have a myocardial bridge. At that time, I asked the doctor to change from Tenormin to something else, as I had frequent strange dreams. I now take Tiazac, and while my blood pressure seems stable, I have spells of tiredness, migraines and less frequently than before, strange dreams.""","June 23, 2009"
"Tenormin","atenolol","""Was on this for about 6 years. Was dieting and exercising and lost about 57 lbs. My pulse rate dropped to about 48-60, had all kinds of heart tests, scary, did not find any issues for the heart thankfully but the atenolol was taking my pulse down too low. Switched to Lisinopril just today, pulse is already in the normal range.""","February 19, 2009"
"Tenormin","atenolol","""This was prescribed for hypertension, and so far as I can tell I have had no problems with it. I cannot say whether it helps with anxiety, although my doctor said to take one when I felt as though my heart was racing. It seemed to help, but I do not know whether it was because of the Tenormin or the placebo effect.""","February 4, 2009"
"Norvasc","amlodipine","""The medicine works rapidly and the 5mg daily dosage is still effective for me after several years of treatment. There's only been a few occasions that I've experienced any side effects after the first few initial doses of medicine. The one I experienced most was sleepiness. Otherwise, I take one pill every evening at bedtime and I'm fine until the next dose.""","November 24, 2016"
"Norvasc","amlodipine","""Awful drug run !!!! Where do I begin? I was prescribed Amplodipine benzalate 10mg to either take a 10mg pill a day i could break in half Muscle weakness and muscle depletion its like acid that eats your muscles and makes the skin crawl literally ...You can feel the pulses pound in your ankles Fire in stomach then chills all over the body Labored breathing Wheezing coughing conjestion caused me to get bronchitis which Ive never had in my life ... Drowning feeling in chest and lungs Weakness tingling in head thougt I was having a stroke Tingling in toes and fingers extreme coldness ... Cramping anxiety fatigue makes you feel your in another world or are just there...Thought I was dying felt like organs were shutting down. Run folks""","October 28, 2016"
"Norvasc","amlodipine","""This blood pressure med makes me feel spacey, like I'm not here!  Makes my body weak where it feels like my own legs can't carry me!! I hate the way it makes me feel!!""","September 23, 2016"
"Norvasc","amlodipine","""I had no idea my physician prescribed this to me for migraines. I was initially prescribed this for hypertension. I also have migraines, but since taking this, my headaches have decreased dramatically. I rarely have a migraine any more. It's been a blessing! I love this medication. It's worked wonders for my quality of life.""","September 20, 2016"
"Norvasc","amlodipine","""I have been taking Norvasc for probably 30 years.  The first 20, the drug worked to lower my blood pressure well.  In the last ten years, I've been plagued with scorching legs.  It has literally ruined my life.  Doctors never even had a clue and I never thought it was Norvasc that was hurting me until I had trouble a week ago getting the prescription filled I was out of for 4 days.  On the 4th day without taking it, my legs were feeling pretty good.  I got my prescription refilled took the pill and the next day, I was back to debilitating pain.  I haven't taken it since.  I am now feeling pressure in my head as I've always been prone to migraine headaches.  I never got one after I started taking Norvasc.  I think I'll take the migraines.""","September 19, 2016"
"Norvasc","amlodipine","""I get migraines every day. Been taking 2.5 mg of Norvasc for about 6 months and still getting migraines everyday. Does not seem to be helping.""","June 25, 2016"
"Norvasc","amlodipine","""-Not a very good one. Complained to Drs . About dry mouth,diarrhea, and numbness in toes. Tingling at tip of fingers.  They dismissed it as nothing.  The numbness has progressed to my foot,legs,hands,arms.  Have trouble walking without a cane because I loose my balance and have fallen many times.""","May 23, 2016"
"Norvasc","amlodipine","""After being hospitalized for very high BP that my other medications weren't able to control -- I was prescribed .5 of Norvasc. Within 3 hours, my BP was down to 70/ 52, and continued to drop to 68/ 42 with my pulse going as low as 40 bpm. I came very close to calling 911, but after a couple of hours of drinking water -- I was able to get the BP up to around 90/65. Obviously I will not take this medicine again -- and feel that the side effect for it wasn't given""","March 14, 2016"
"Norvasc","amlodipine","""I was prescribed Amlodipine 5mg, within six to seven hours I had ringing in my ears.My GP persuaded me to persevere, as it was thought the side effect would go away. It didn't ! I carried on with the dreadful medication for six weeks, and then ditched it ! Five weeks later I still have the tinnitus.! How can drug companies be allowed to ruin people's lives - admittedly, tinnitus was stated as one of the side effects, but I was given to believe the side affects would be temporary, not permanent, as seems to be the case ! I hate this medication ! If I am lucky enough to have the tinnitus disappear, I will repost later ! For the time being I would say ' BEWARE ' !""","February 15, 2016"
"Norvasc","amlodipine","""I recently went up to 10mg once a day of norvasc. Still does NOT help BP I have other medical conditions so I am not sure what side effects are from what conditions and other Meds. What I do know, is now i have crazy swelling in my hands legs and feet. It got so bad in my feet I could barely walk anymore. Even though it's not listed as a side effect I it feels like my whole body is swollen I am done with norvasc forever.""","December 6, 2015"
"Norvasc","amlodipine","""Taken for 9 months. 1 pill didn't lower BP so taking two -10 mg total. Side effects swelling ankles, fatigue, muscle pain - difficult to work with the side effects. Going to try a different drug.""","October 31, 2015"
"Norvasc","amlodipine","""I have been on Norvasc10mg 1x for about a year. Extreme fatigue and muscle weakness. I'm on metorololol as well 50 mg 2x""","October 7, 2015"
"Norvasc","amlodipine","""I have BP problems. Having hard time finding a med to control it. Was given a beta blocker that caused a heart attack put me in hospital. Put me on Norvacs 5mg twice a day. Was on 1 and 1/2 weeks I had severe headaches. Tremors,blurred vision, stomach pains, burning in my legs, had red burning spots form on my lower abdomen then blisters. Off med and will never take Norvasc again. Now on Losartin and Clondine,doing fair with BP. & no side effects.""","September 28, 2015"
"Norvasc","amlodipine","""Severe hair loss. pain in shoulders. sleep problems. depression.""","September 24, 2015"
"Norvasc","amlodipine","""I was hypertensive 140/90 and was put on Norvasc 5mg since 3years ago. My normal BP at GP is 130/80. At home it usually 120/70. Throughout these years, my mental health became very poor, short term memory loss - easily forget day-today task, my wife have to remind me, I felt very anxious person - depressed, anxiety, panic by thinking about my health. Urination during night. Wake up periodically during night, tremor while sleeping (sometimes), tingling feeling in my arms... many more... I didn't really have quality life past 3years. I went back to doctor and requested to change to different group. Today is 2nd day I stopped Norvasc.. I wish that I become normal person after this...""","August 11, 2015"
"Norvasc","amlodipine","""Worse drug ever!! Was depressed and more sick :(""","August 5, 2015"
"Norvasc","amlodipine","""This medication is cheap which is why they recommend it so much since it saves the insurance companies a bundle. My BP didn't move at all. Side effects include left shoulder pain. Loss of hair, eyesight going bad due inflammation of the cornea, weakness, tiredness to the point of delusion. The doctor had be go from 5 to 10 mg and that made everything worse. Three days after stopping it my shoulder pain went away and so much energy returned. my mother was put on it from her doctor and had similar results. After she stopped taking it she no longer needs her walker. I'm 63 and she is 88 going on 29.""","July 25, 2015"
"Norvasc","amlodipine","""I am a mid-fifty male post open heart (4 mths ago) and stents (3 weeks ago).I have been on Norvasc 5 mg for about 10 days now as the predecessor drug's side effect were horrible. It has been very effective at lowering my BP (117/75) the side effects are still concerning. Dizzy, tired, maybe some depression & anxiety, slight problem with deep breathing and week muscles. Although I can function normally the day-to-day functions are an effort so I push through. The mornings (when I take Norvasc) are not as good as the afternoon when I feel better. I believe the side effects are getting better but am unsure. What I want is to be normal again and active. They say it takes a few week for the body to adjust. I'll give it its due course.""","July 25, 2015"
"Norvasc","amlodipine","""Novask like all meds have side affects works great on me..lowered my stubborn pressure from 238/110 down to 140/90 in 4weeks. Its very effective. I found that taking 5mg in the am and 5mg at night are more effective with less side effects No results on lopressor after a year on that stuff. .bad side effects.""","July 25, 2015"
"Norvasc","amlodipine","""Doesn't work to lower blood pressure. I started this medicine 8 months ago and it hasn't done anything. My dr added Benzepril on top of this and my blood pressure is still the same. Switching to a beta blocker next time I go to his office. Gave it 2 stars because although it doesn't work, I haven't experienced other adverse effects which is a plus!""","February 22, 2015"
"Norvasc","amlodipine","""I hate Norvasc! It made my blood pressure worse. I was always borderline with my blood pressure. It didn't help that I work nights and my diet isn't the greatest. My doctor wanted to me try this medication for a month to see if my blood pressure would lower. Within a week my blood pressure which usually hovers at 140/80 with a pulse of 80 shot to a ridiculous 200/98 with a pulse of 98. My blood pressure will always spike around the evening. My anxiety worsened and I got headaches. This medication does not work for me and I am not going to be tricked into staying on it longer.""","December 26, 2014"
"Norvasc","amlodipine","""I have this scorching pain in my legs and this is the only new med?""","November 6, 2014"
"Norvasc (Page 2)","amlodipine","""Going on three years of taking this medicine. Blood pressure is normal 118/66. Usually 118/70 sometimes 99/55.""","January 25, 2014"
"Norvasc (Page 2)","amlodipine","""I'm 32 years old and at first Amlodopine made me feel depressed, dizzy and anxious. Now I am used to this medication. I have so much energy. Before this medication I was on the verge of a heart attack and stroke. My blood pressure is 110/70.""","December 28, 2013"
"Norvasc (Page 2)","amlodipine","""Keeps my blood pressure down. I have been taking it for 5 months, I now have muscle cramps, and have a problem sleeping. I am going to try a new medicine, I can't take the severe cramping in my body.""","December 10, 2013"
"Norvasc (Page 2)","amlodipine","""With the DASH diet and exercise my BP was still high and the doctor increased my daily 5mg of Norvasc to 10mg. It helps decrease my usual 170/104 to approx 150/70 but only for a few hours. I am fatigued, headaches and super cold feet and hands constantly. I also have muscle cramps. I feel as if I had a heart attack a few days ago but my doctor says its gastritis. The side effects are worse than hypertension itself! Maybe I need a new medicine and/or a new physician. Good health to you!""","February 28, 2013"
"Norvasc (Page 2)","amlodipine","""I am 27 years old and I had blood pressure of 150/100, around the high range for a few days at the very least but within 2 hours of taking Norvasc 5g my BP dropped to around 128/86.  
I have just taken this once in my life.""","February 11, 2013"
"Norvasc (Page 2)","amlodipine","""Started on Norvasc about 1 wk ago and my bld pressure has gone from 180-200/100 to 120 /75, my heart rate has increased which is ok because I was on Bystolic for a short time and my heart rate dropped into the 40's. ""","October 16, 2012"
"Norvasc (Page 2)","amlodipine","""I started taking Norvasc after trying many other meds. including Topamax which had too many bad side effects for me. So far since starting about a month ago; I have only had 1 headache and that was at the very beginning. No side effects. I was having headaches which was affected by weather pressure; about 1 a week. So nice not to have them and to feel good on this medication.""","September 25, 2012"
"Norvasc (Page 2)","amlodipine","""No side effects.  Blood pressure fairly well controlled on 5 mg of this only.""","August 2, 2012"
"Norvasc (Page 2)","amlodipine","""At first I got fantastic results.  I have severe Raynaud's and was basically house bound.  It even presented in warm weather.  At first the Norvasc totally removed the symptoms.   They seem to have come back, however, and it is mid-summer.  I also take Ritalin for narcolepsy and I fear that it may be causing some of the symptoms.  I would recommend trying this medicine for Raynaud's.  I take 5 mg per day.""","July 10, 2012"
"Norvasc (Page 2)","amlodipine","""Within a few days of starting this medicine, I became very aware of my heart beat and my heart seemed to be racing.  I attended a pre-operative assessment where I was given a routine ECG and this confirmed that I had become tachycardic while taking amlodipine.  My pulse was racing at over 100 BPM and my blood pressure actually went UP while I was taking this medicine.  I had to discontinue use to stop the adverse effects.""","April 16, 2012"
"Norvasc (Page 2)","amlodipine","""I was given Norvasc to replace Lisinopril after I started having constant coughing. I take it for hypertension, but I am a frequent migraine sufferer, especially due to changes in air pressure and to exercise. The first week on Norvasc, I had a migraine all day, every day. The following week, I took no migraine medication (Imitrex) or OTC meds at all - even though we had two days when I would normally have had weather-related issues, and I played tennis on another day. I did have swollen feet the first few days, but I increased my water intake and that seems to be the key for me. So far I'm very impressed with the results.""","April 16, 2012"
"Norvasc (Page 2)","amlodipine","""No side efects as of yet (taken for 4 weeks so far) only taken while on high doses of steroids (80mg daily but deceasing 10mg every 3 days.  Keeping my BP in my normal range of 110/60.""","March 16, 2012"
"Norvasc (Page 2)","amlodipine","""I found it very effective to control high blood pressure.""","March 1, 2012"
"Norvasc (Page 2)","amlodipine","""Norvasc has lowered my blood pressure from 160/102 to about 110/80 on 10 mg.  The side effects are debilitating for me.  I have horrible chest pains and unable to do much without exhaustion.  I have lost so much weight due to lack of appetite.  Dr. does not want to take me off because I have difficulty finding anything that lowers my blood pressure. I am also on Atenolol.""","February 20, 2012"
"Norvasc (Page 2)","amlodipine","""Norvasc worked fantastic for about a year then I started experiencing muscle twitching and cramps that got worse and worse. I have been trying to switch to another medicine and haven't had much luck. I pray I can find a medicine as good as Norvasc. I can tell you that numerous blood tests have been run and while this medicine MAY cause cramps, my blood sugar, cholesterol, liver panel, metabolic panel, CBC, creatinine, etc. are all perfect! I have a lot of faith to the fact that this medicine will not harm you other than possibly muscle cramps or fluid retention. I experienced no fluid retention BUT I exercise.""","January 23, 2012"
"Norvasc (Page 2)","amlodipine","""I used Norvasc for years for blood pressure control, until I had sudden onset of swollen ankles/lower legs. ""","December 2, 2011"
"Norvasc (Page 2)","amlodipine","""I was on Norvasc for 2 weeks. I felt dizzy, tired, cold, and got headaches every night. Switched medicines now, still trying to get it out of my system.""","November 29, 2011"
"Norvasc (Page 2)","amlodipine","""I have been taking this medicine now for 6 weeks and am experiencing tremendous flushing with it. So far it hasn't helped my blood pressure go down much. Doctor says give it a little while longer. One day I almost passed out, got light headed and felt like I was in another dimension! Doctor says he can't say for sure it was a side effect of this medicine. I will keep trying it for awhile longer.""","November 8, 2011"
"Norvasc (Page 2)","amlodipine","""I have been on Narvasc 5mg for about 4 months.  It doesn't control my blood pressure for the 24 hours and my pulse constantly stays elevated.  I have swelling in my feet and ankles and I'm tired all the time. I get flushing sensations and ringing in my ears sometimes.  Also feel dizzy at times and have dry mouth. All these medications are horrible. We have no choice but to suffer if we take them or not take them.  ""","September 12, 2011"
"Norvasc (Page 2)","amlodipine","""I have been taking Amlodipine (Norvasc) for about 2 months.

Norvasc (Amlodipine Besylate 5 mg) did lower my blood pressure from 150's over 80's to 120's over 60's.  That's great.  

Problem is with side effects every day.  Intestinal cramps, diarrhea, gas. Begins about 5 hours after I take the pill.  Stomach (intestines ?) roll constantly for about 3 hours. 

I am going to try splitting the pills in half and see if lower dosage stops the side effects.  If not, I guess I'll go back to the doctor and try something else for blood pressure.  It seems like all of these blood pressure pills have side effects of one kind or another.""","August 17, 2011"
"Norvasc (Page 2)","amlodipine","""Norvasc was given to me to treat migraine headaches. I am 28 years old.  I was having them as frequently as every other day.  I dealt with this for five years before being prescribed Norvasc.  After two months of taking a 5mg dosage, I can say I am a new person!""","August 1, 2011"
"Norvasc (Page 2)","amlodipine","""I'm 25 years old and I'm taking 10mg of Norvasc and 25mg of hydrochlorothiazide and at the moment I'm not liking either of the medicines. Between stuffy nose, sore throat, increased thirst, dry mouth, severely dry skin, blurred vision, it makes me feel like its worse than having high blood pressure. My side effects are symptoms of an allergic reaction so maybe someone else might have better luck than me.""","April 11, 2011"
"Norvasc (Page 2)","amlodipine","""I had sexual side effects from Norvasc and it only moderately controlled my hypertension.""","December 13, 2010"
"Norvasc (Page 3)","amlodipine","""My blood pressure went up to 220/150 and I was placed on Norvasc 10mg and Diovan 80mg. Been on this for over a year now and my blood pressure is currently 120/80 and I have had no side effects other than swelling on the lower leg which steady brisk walking has handled. The combination worked very well for me.""","October 2, 2010"
"Norvasc (Page 3)","amlodipine","""This drug has worked very fast in reducing high blood pressure. I was on lisinopril but developed hives, swollen lips and tongue so doctor switched me to Norvasc. I seem to still have occasional hives but not as severe and may be triggered by heat. AZ this time of year is quite hot.""","June 18, 2010"
"Norvasc (Page 3)","amlodipine","""Both my husband and I have been taking Norvasc for a period of approximately 6 months.  It has lowered both of our blood pressures into the normal range and we have suffered absolutely no side effects.""","December 18, 2009"
"Norvasc (Page 3)","amlodipine","""I have been taking this medication for 6 months and have gained 30lbs. It hasn't really helped my Raynaud's at all.""","December 7, 2009"
"Norvasc (Page 3)","amlodipine","""I was switched to Norvasc from another blood pressure medicine about a week ago. I am not sure if its helping yet for my blood pressure but I am not liking the side effects. I have had a migraine everyday since I started taking it.""","December 1, 2009"
"Norvasc (Page 3)","amlodipine","""Took 5mg for almost a year.  It did a great job on blood pressure.  But I got progressively worse muscle cramps, especially in my calfs.  Could not run for more than a few minutes without intense pain.  Had to switch to another medication.""","June 25, 2009"
"Norvasc (Page 3)","amlodipine","""This medicine and I did not mix. I was really sick the whole time I took the medicine. I swelled up on my hands, feet and ankles. I was nauseous, extremely weak, my extremities were either numb, burning or painful. I heard my heartbeat constantly in my ears and had this awful crawling pain up my the back of my neck, itched, sweated and froze constantly, stuffy nose and so much more that I actual could not sleep. No, this is not a medication for all people. Dose changes did not help since the low dose promoted the majority of my ill effects. This medicine does well for some but, do speak up if you do not feel well on the medication.""","June 25, 2009"
"Norvasc (Page 3)","amlodipine","""I've been taking 2.5mg for a month with great results and no side effects, until the weather got colder so the doctor increased dose to 5mg, partly because he wanted a better result to my high blood pressure as well. The sudden increase has caused severe sleepiness and a tight chest. I cut back to 3mg for now to ease into it and will increase to 5mg if/when the side effects decrease. I believe in caution and I know my doctor takes the same stand.""","March 31, 2009"
"Norvasc (Page 3)","amlodipine","""30 minutes after taking one 5MG tablet, I suffered chills and had to sleep in a jacket in an attempt to stay warm in July. The chills continued from 10PM to 6 AM the next morning. 

""","February 16, 2009"
"Norvasc (Page 3)","amlodipine","""I've only been on Norvasc 10mg for about a week. It has lowered my blood pressure and so far no side effects. Will keep on monitoring it.""","August 3, 2008"
"Norvasc (Page 3)","amlodipine","""I have been taking Norvasc 5mg for 6 months. It makes me tired, have had weight gain, and now have palpitations when I take it. It hasn't lowered my blood pressure by much. I exercise daily and take vitamins.""","June 22, 2008"
"Norvasc (Page 3)","amlodipine","""My doctor recommended me to take this medicine 5mg. My blood pressure became stable. Also I compare with other High Blood pressure medications. Not so much side effects and doesn't affect my work.""","June 4, 2008"
"Norvasc (Page 3)","amlodipine","""This medication did not lower my blood pressure or pulse rate at all.""","March 14, 2008"
"Adalat","nifedipine","""Been on Adalat for the winter period started off good but after 2 months my left leg and ankle swelled and itched like crazy felt like dozens of bees stinging my leg.  I knocked the Adalat off and it was OK doctor has now put me on Naftidrofuryl going to try but looks as though there's other side effect's with these tablets but give them a go. Anyone had a re-action with these capsules .""","February 3, 2017"
"Adalat","nifedipine","""NIfedipine helps""","December 22, 2014"
"Adalat","nifedipine","""I took this for my Raynaud's and it did help when it was cold, but when I was warm I found myself getting really hot and sweaty when no-one else was. Another thing is DO NOT DRINK WHILE ON THIS TABLET!
I did one night and had lots of problems. Apart from that it does what it says.""","March 9, 2014"
"Adalat","nifedipine","""Taken for migraines, this also 100% removed my Raynauds""","December 17, 2013"
"Adalat","nifedipine","""It works very well to control Raynaud's. It makes a huge difference.""","March 7, 2013"
"Adalat","nifedipine","""I've had no numbness in my fingers or toes since starting this medicine. Before starting I could not even carry a jug of milk without my fingers losing color from lack of blood flow. Even driving with mittens on was a problem. Now circulation is great. Only complaint is the terrible headaches and tiredness and a bit of insomnia. Still trying to decide what's worse....the headaches or the numbness all winter. ""","December 27, 2012"
"Adalat","nifedipine","""Its good.""","July 23, 2011"
"Altace","ramipril","""The only side effect is the cough, other than that, I tolerate it perfectly with no other side effects.""","October 23, 2016"
"Altace","ramipril","""9th anniversary of 5x bypass.  Blood pressure was never high.   Altace, began with 5mg in the morning, was feeling faint every time I stood up all day.  Changed to 5mg before bed, faint if I got up to pee.  Changed to 2.5 mg in the evening, OK till last night (9 years) difference was had the flu or something similar, had a high fever, night sweats, diarrhea, got up to go to the bathroom and found myself on the bedroom floor, no damage, fell into the dirty clothes basket, so the warning about excessive sweat or any loss of fluids, is a good one.""","February 1, 2013"
"Altace","ramipril","""I am 56 yrs  old. Suffer  from  left ventricular dysfunction. I used Altace nearly 2 years. It makes me more relaxed and the heart calm.""","December 15, 2009"
"Altace","ramipril","""I started on Altace for blood pressure of 145/90. Brought my BP down to 130's and 80's. During this period (2yrs) I had a cough that progressively got worse, to the point everyone thought I was catching a cold. I would cough everyday. By the end of the second year when I would cough I would gag and cough up clear liquid. I spoke to the doctor and she said ""Oh no, your cough is not from this."" Well I re-read the pharmacy papers and it was stated that a possible side effect of this medicine is a cough. I called the doctor and told her what I read, she agreed to change my prescription, within a couple of days my cough was gone. So if you have a persistent cough (dry or wet) on any medicines for more than a month please investigate the side effects.""","October 3, 2009"
"Altace","ramipril","""I have used Altace for more than 5 years with excellent results and no side effects.""","April 1, 2008"
"Mavik","trandolapril","""Developed over several weeks two side effects

1. A dry irritating cough which worsened with drinking water so went through several lozenges/candies to relieve. The cough disappeared within two days of terminating Mavik.
2. Also developed congested airway/lungs and this required several weeks to clear up after termination of Mavik, took a good Vitamin C source to assist recovery.
""","June 23, 2014"
"Vasotec","enalapril","""This medication worked great for me as far as keeping my BP in check while I recovered from heart failure.  I did have some mild coughing and dizziness if I got up too fast, but nothing I couldn't handle.  After being on this for 1 1/2 years I developed angioedema - swelling of lip and face.  Was immediately taken off the meds, told to take some Benadryl.  The symptoms went away and I was put on a different medication.""","June 5, 2015"
"Vasotec","enalapril","""Had a continuing cough and had to stop taking.""","August 23, 2011"
"Diovan HCT","valsartan","""Been taking 320/12.5  one week. BP is still all over the scale. The only thing I have noticed is I have really strange dreams.""","December 6, 2015"
"Diovan HCT","valsartan","""Had taken Diovan 160mg and a separate water pill 12.5mg. Then my doctor switched me to Diovan HCT to save money. No good. Wound up with a severe rash. Switched back to the two pill system and now am fine.""","July 2, 2014"
"Diovan HCT","valsartan","""I have tried several medications for my high blood pressure since 2004; Diovan HCT is the ONLY medication that helps me feel better. The majority of medications I tried gave me terrible headaches. I have virtually no side effects when using Diovan HCT; the only issue I have is that I cannot be out in the sun for extended periods of time.""","December 29, 2011"
"Diovan HCT","valsartan","""I've been taking Diovan 165mg/12.5mg daily for the last 5 years, since I was 56 yrs old and 200 pounds without any side effects on my case. Maybe some impotence now that I read other comments, but at 61 yrs it is normal for men to no longer be that sexually strong.""","October 26, 2011"
"Diovan HCT","valsartan","""I took this medication for about 4 years. At first, no noticeable side effects. However, I have regularly experienced severe mood swings, panic attacks, swollen and painful feet, and incontinence for the past 2-3 years. I stopped taking Diovan and within two weeks the foot pain and incontinence went away. I am now on a new medication and I haven't had any severe mood swings or panic attacks for the last two weeks. I am still adjusting to the new medicines (Cartia XT) and I feel a little light headed/dizzy. I didn't realize that I was an emotional wreck, it came on slowly and my family just thought I was going crazy. I think it must have been the Diovan because I am fine now and feeling like my old, calm, reasonable, rational self.""","April 14, 2011"
"Diovan HCT","valsartan","""After trying several high blood pressure medicines this has worked wonderfully to reduce the blood pressure and eliminate excess fluid and sodium. I take one pill 325/12.5 mg in the morning and have added Bystolic 10mg (another great medicine for HBP and Mitral Valve Prolapse) at night.""","December 17, 2009"
"Diovan HCT","valsartan","""Diovan HCT induced disturbing psychedelic dreams and headache.  There is an unpublished academic article on the web about how once daily dosing of Diovan may induce psychedelic dreams and that twice daily dosing may relieve the problem. Novartis, the manufacturer, doesn't list this troubling side-effect!""","May 28, 2009"
"Diovan HCT","valsartan","""I've been on Diovan HCT for about a year.  I had previously been on lisinopril HCT also for high blood pressure for about 2 years before that, but began having side effects, which disappeared as soon as I switched to Diovan HCT.  I haven't had any side effect issues with Diovan HCT other than rare lightheadedness when standing quickly which is not so intense as to cause any problem.  And the big improvement for me in Diovan is that my blood pressure measured at home is much more evenly controlled.  With lisinopril HCT my blood pressure would be high one day and low the next and the lightheadedness when standing quickly could be so intense that at times I felt close to blacking out. All in all, Diovan HCT is worth the higher cost to me over the generic lisinopril HCT.""","April 17, 2009"
"Diovan HCT","valsartan","""I used to take Nifedipine 10 mg plus Metoprolol Tartrate 25mg (twice daily) to reduce my blood pressure. Nifedipine's effect caused fluctuation of blood pressure each day. A doctor recommend me to replace by taking 5 mg Amlodipine Besylate and 80 mg of Diovan (Valsartan) once each day. I took Metoprolol for couple of years already. The recent changes reveals two things, by stop taking Metoprolol, my heart beat is faster (new 68 and previously about 60) and I felt irregular heart beat. Now I doubt if I should discontinue Metoprolol as this medicine put my heart at ease. ""","March 13, 2009"
"Diovan HCT","valsartan","""Diovan HCT worked well for me for almost three years, good blood pressure numbers, no side effects. However, I started getting fairly severe side effects (nervousness, anxiety, insomnia) that appeared over a period of about a month and disappeared the moment I stopped taking it. A Google search turned up several people had similar experiences.  Now on Bystolic, which is doing the trick, so far without any side effects.""","March 5, 2009"
"Diovan HCT","valsartan","""I used Diovan with Metoprolol Tartrate. Had to discontinue the metoprolol because it was interfering with my breathing. Now I feel much better just on the Diovan.""","March 5, 2009"
"Diovan HCT","valsartan","""Controls blood pressure very well, but causes impotence. I understand the diuretic part (hydrochlorothiazide) is the culprit, but it's very effective otherwise.""","May 13, 2008"
