"atenolol oral","Tenormin","Third night of taking this drug, I woke up to go to the bathroom and passed out. I hit counter and fell on tile floor. I was in bad shape for 2 weeks. Now experiencing ED and have a constant cough. Been on this medication for 3 months. Need to find something else, as the side effects are not worth it."
"atenolol oral","Tenormin","This medication worked for me for about 7 years. Then, suddenly, it didn't work anymore. It keeps my heart rate down to around 60. "
"atenolol oral","Tenormin","I have had no problems with this medication since I started taking it in 2003.  I stopped during my pregnancy, then started again after nursing.  It really helps me feel better."
"User Reviews & Ratings - atenolol oral","Tenormin","I use 25mg per day. My blood pressure has average about 120 over 80 for the last 10 years. It also keeps by heart rate about 80 beats per minute. It seem to do what it suppose to do."
"atenolol oral","Tenormin","still suffer HBP now and then.
how will flaxseed oil affect me while taking this medication?"
"atenolol oral","Tenormin","heart seems to skip beats"
"atenolol oral","Tenormin","experiencing some heart flutters"
"atenolol oral","Tenormin","I took this for 4 days. The 3 rd day I began feeling horrible. I seriously thought I was going to die. Tight chest, pain radiating through by body, irregular heart beat and horrible dreams. I stopped  I'd rather have high blood pressure"
"User Reviews & Ratings - atenolol oral","Tenormin","This medication has worked well but I've been having really strange dreams every nite,"
"atenolol oral","Tenormin","I simply mentioned to my doctor that my heart skips a beat at times. She automatically placed me on atenolol. I ve been on it for about 5 months. I have osteoarthiritis which has lead to a shoulder replacement and thumb joint replacement at 35. However, I have been in severe pain hip pain, back pain and horrible leg cramps.Last night I accidentally forgot my med. Today when I went to work I actually cleaneded the entire kitchen (Iam a deli manager). For that reason decided to research the drug to my amazement I found reviews that describe my life to a tee. NO energy. Severe hip pain body aches. I actually have been wondering if I have something horribly wrong with me.This site may have saved my life, its been pretty bad, Thank you all so much. For me its no more atenolol!!!!!"
"atenolol oral","Tenormin","I have been on Atenolol (12.5 mg a day) for one year and in that time have developed neuropathy in my feet/toes...and lately pain in muscles in  shoulders and  upper forearms.  I started to gain weight last month and gained 4 lbs in 3 weeks and had some edema in my ankles...even though I watched EVERYTHING I ate.(cut way down on salt, carbs or sugar!) I stopped this medication 4 day ago and have lost 5 lbs., edema is gone and so is the pain in shoulders and feet! Because I am on no other medications it is a no brainer that the atenolol was the reason for my experience."
"atenolol oral","Tenormin","No side-effects.has not stop tremors,but has made them less noticable."
"atenolol oral","Tenormin","Prior to reading all the other reviews here I figured I had no issues with my use of Atenolol. I split a 25 mg tab and take the half daily. I've taken Atenolol for about 10 years now. About 4 years ago I had a bout with pulmonary embolisms which has made a very serious impact on my life. I now wonder whether it might have been related to my use of Atenolol. I'm not real happy about that. "
"User Reviews & Ratings - atenolol oral","Tenormin","Horrible rash from the sun while on this. Misdiagnosed so went on for over a yr. After going off it on dermatologist's advice I felt like a new person. No more severe hip or knee pain. The fatigue that almost made me sell my farm is gone. No more constant indigestion. And my sense of smell came back. This med. should be taken off the market. How many are treating the side effects with more drugs like I was."
"atenolol oral","Tenormin","Work great m only H/P med that controls the heartbeat to not feel it...but about 6 months using it had severe ED ... not taking it anymore...but the alternate drugs don't seem to work will try high PH alkaline water since it lowered my B/P before! "
"atenolol oral","Tenormin","My blood pressure has been fine 122/70 but I have this weird feeling in my head almost like sinus pressure right across the front of my head anybody else have this"
"atenolol oral","Tenormin","No side affects. Works great"
"User Reviews & Ratings - atenolol oral","Tenormin","hypotension, dizzy, sluggish,dark urine"
"atenolol oral","Tenormin","It makes me feel very sick.


"
"atenolol oral","Tenormin","heart rate dropped and was not stable on my feet.
"
"User Reviews & Ratings - atenolol oral","Tenormin","I was on this drug for many years, pretty sure  it was responsible for giving me gynaecomastia.
Oh what fun."
"atenolol oral","Tenormin","my blood pressure is better, however, I have noticed a considerable amount of hair loss and dry mouth"
"atenolol oral","Tenormin","First prescribed Lisinoprill that caused dry mouth and cough, to replace Lisinoprill was prescribed Atenlol and in Dec '13 (3rd month of taking meds) awakened with numbness and pain in upper arms and shoulders and now have pain in shoulder joints, wrists and hands.  Blood tests do not show R.A. and x-rays and MRIs show slight arthritis, but should not cause so much pain.  Do not know if this is caused by medication or sudden onset arthritis.  Am not taking any other medication.
"
"atenolol oral","Tenormin","heart rate went from 158 relaxed to 70 relaxed"
"User Reviews & Ratings - atenolol oral","Tenormin","Seems to be working well for my high blood pressure with no side effects."
"atenolol oral","Tenormin","I am 59 years old and have never been allergic to any medication. I began taking this medication for High Blood Pressure. I had a severe reaction! Sores all over my body, including my face. No rash, etc. Just full blown sores appeared. Had to be taken off of this medication. Still dealing with sores and scaring but no new sores appearing."
"atenolol oral","Tenormin","I have been on this drug for almost a month now. This regulated my bp but on my second week of use, I have had shortness of breath. I gaspsed for air as a reclined for bed at nights.  My chest feels full frequently so much so that I cough just to get the release. I continue to have heart palpitations and   ache on my left shoulder/back. My Dr has prescribed a new medication and hopefully it would work better.
"
"atenolol oral","Tenormin","I HAVE BEEN TAKING THIS MEDICATION FOR HIGH BLOOD PRESSURE, WITHOUT ANY SIDE EFFECTS.  "
"User Reviews & Ratings - atenolol oral","Tenormin","I have taken this medication for years for Postural Orthostatic Tachycardia Syndrome (POTS), which causes a drop in BP and rapid heartbeat upon standing. My fludrocortisone was not completely effective in eliminating my dizzy spells, so the atenolol was added and it made a big difference. However, I immediately started having very weird, vivid dreams. I didn't even know that it was a symptom until my cardiologist informed me that it was. I NEVER have side effects from any medications, so at first it was just a humorous thing, that I would manage to have such a strange side effect. I was okay with it, and the atenolol remained very effective even once I was taken off my fludrocortisone. I have been on atenolol alone to treat my POTS for years with the only problem being those pesky dreams. However, a couple of years ago I started having very horrible, vivid, TERRIFYING nightmares; I have woken up crying several times. Mmy frequent dreams have me waking up multiple times in the night, whether they are good or bad. I'm really tired (literally) of not getting a good night's rest, so my doctor is currently sampling me on a newer beta-blocker in hopes that I won't have the weird side effect. Overall, this medication has been great and very effective for me personally, I just can't stand the sleep disturbances anymore!"
"atenolol oral","Tenormin","Effective control for high blood pressure for over 15 years with no adverse effects."
"atenolol oral","Tenormin","Dreadful stuff. I am prescribed for Atenolol now which slowed my pulse so badly my poor heart had to pump even harder because I am a very active person. My BP just went higher - so the dose was doubled!!! I felt dreadful. Hair loss; arrhythmias; terrible mental agitation; sleeplessness; thickening facial skin; fingernails cracking; dizziness; etc as well as my son finding a reference to an 8% higher risk of cancer. Started to get depressed. Went back to GP who said it was normal to be on more than one type of drug so might need to start something else to make me feel better!!!! I said ""no"".

As I noticed I felt well when I forgot the tablets (the torturous mental agitation lessesned) For 3 months now I have gone on to Co enzyme Q10 and fish oils and I feel well again and my pulse has risen to normal and my BP has returned to normal and the arrhythmias have stopped - only on that. I am waiting to see if the hair loss improves but my nails seem better the longer I leave it.

Yes, I swim for an hour three times a week and do long distance walks, but I could still do with losing some of the weight I have gained since my lovely husband died."
"atenolol oral","Tenormin","it lowers my bp and my pulse to normal levels,"
"atenolol oral","Tenormin","This medicine caused my father in laws death.  He took the medicine for 6 days.  He had shortness of breathe after 3 days. He was very tired and weak.  He had a fast heart rate that this medicine dropped quickly.  The dr that prescribed it took him off it the day before he died.  He should have never been given this medicine he had COPD was on 24 hour oxygen and various other medicines.  He had just received a clean bill of health from his main dr.  PLEASE don't let your loved ones take this medicine and if they do watch them for any side affects and take them immediately to ER If they display any.  Don't wait."
"User Reviews & Ratings - atenolol oral","Tenormin","Rapid Short term memory loss."
"atenolol oral","Tenormin","I am doing fine with the medication with the exception of my hair thinning and ACI for sugar is 6 since taking the drug."
"atenolol oral","Tenormin","I was on other meds for my HBP but the side effects drove me crazy. I exercise a lot and don't do well with diuretics. One doctor prescribed them any how and I was miserable. Changed doctors and they changed my medication but the new stuff just made me feel tired all the time. Another doctor and another medicine and I think we've finally got it figured out. Very little in the way of side effects and if anything it has helped in my athletic contests. Atenolol works very well for me. "
"atenolol oral","Tenormin","Very effective"
"atenolol oral","Tenormin","Have taken this drug for about 10 years and takes care of my high blood pressure and occasional rapid heart beat but I am stiff and ache in all my muscles from head to toe 24/7 and Drs. don't know what it is. Wondering if it is this med. Afraid to quit taking it to test it out..fear of having a heart attach after all these years. "
"User Reviews & Ratings - atenolol oral","Tenormin","I have been on this drug since I was 18 years old, I'm 36 now.  I have PSVT and it keeps my heart rate in check perfectly.  I do get a runny nose sometimes and very vivid dreams but other than that, it's a miracle drug for me.  "
"atenolol oral","Tenormin","I was taking tenormin 100 mg when I was 42.Now I have been reduced gradully from 50mg Again Iagve reduce to 12.5 mg .My BP 143/57 Need your advice in this regard .
Thanks"
"User Reviews & Ratings - atenolol oral","Tenormin","works great for irrg hb, htpertension, mvps, I have not had any problems while being on it for 30+ years."
"atenolol oral","Tenormin","This medication has worked for me to lower my BP to normal but I find that I have been breaking out? I have had perfect skin for as long as I can remember but suddenly I have 3-4 zits on my face and the only change I can think of is the starting of this medication."
"atenolol oral","Tenormin","The atenolol made me feel like near fainting.  I was told it would clear up but now after nearly and year and many trips to the ER for b/p issues the beta blocker is not for me.  So onto another. I would have no energy, feel faint, no appetite, just overall sluggish. I was taking an ace inhibitor for years but developed a cough, but would rather have the cough and feel better than this."
"User Reviews & Ratings - atenolol oral","Tenormin","Started taking this about 2 1/2 yrs ago. About 2 yrs. ago I woke up and couldn't walk. Have had trouble walking since but afraid to go off as I take losartan with this to keep bp lower. Now that I see others have the same trouble I am going to talk to my Dr. about this. Have had all kinds of test and they have all come back good but still having problems walking."
"atenolol oral","Tenormin","Still at times have high blood pressure on the bottom at times makes me very tired ,but I eat heathy heart rate around 50- 65 and brings on Ed don't like taking it."
"atenolol oral","Tenormin","I am taking this drug along with losartan.
I have hypertension, and heart problems including a leacky heart valve, enlarge heart, and some blockage."
"atenolol oral","Tenormin","I was on this medications for 12 years, the medication worked well for my High Blood Pressure, but My Rheumatologist found that it gave me DRUG INDUCED LUPUS, which was causing arthritis pain/ swelling in most all my joints. Sure enough I looked online for drugs that cause that and there was Atenolol. I have been off the medication for about 1 1/2 months now and feel so much better."
"User Reviews & Ratings - atenolol oral","Tenormin","well I clot when I tear skin thought it was a blood  thinner"
"atenolol oral","Tenormin","It has helped keeping my blood pressure under control"
"User Reviews & Ratings - atenolol oral","Tenormin","Keeps my bp normal or close to it."
"atenolol oral","Tenormin","I've been on atenol and Amlodpine for 2 years now.Bllod pressure still high occasionally. recently put on Benicar for about 2 weeks then put on Azor(now about 1 month) always tired, occasional rapid heart beat episodes(never had prior to starting BP medicines)Dr took me off AZOR and now it's just atenol/amlodipin beening weened off hopefully(changed eating habits as well)didn't feel this tired before starting medications"
"atenolol oral","Tenormin","Taking 50ML 2X day plus 20ML of Lisinopril 2X day. Dr took me off cold and put me on Metoprolol 25ML 2X day only. Put me in hospital now on Coumadin and with heart issues. Cardiologist put me back on reg meds but half the dose 25ML Atenolol and 25ML Lisinopril 2X day. Telling me the old dosage is too much for me but I am still have major heart issues with this dosage and won't let me go back to my regular amounts because I am 82 yrs old. Prior to this I could walk 2 miles and ride my treadmill but not any longer."
"User Reviews & Ratings - atenolol oral","Tenormin","My heart is perfectly normal when using atenolol. Twice I have run out of it and after 2 days my heart beats very rapidly and BP goes to 230/120"
"atenolol oral","Tenormin","wheezing and lung congestion"
"atenolol oral","Tenormin","I have been taking atenolol for over 25 years. I take 50mg tablets twice per day. I have not had any real side effects other than maybe some tiredness. Hard to say if that's from age or from work. I am 49 years old. A lot of reported side effects after years of use might just be from normal aging. I know other people that loose their hair, are tired all the time, have TIA's and they don't take this drug. It does treat my MVP nicely and also keeps my blood pressure in check. Without it my heart beats too fast. It is very low cost and in my opinion, a good maintenance medicine for MVP or High Blood Pressure. Much more milder than other medications."
"atenolol oral","Tenormin","takes away me energy."
"User Reviews & Ratings - atenolol oral","Tenormin","NEVER stop this med suddenly.  Dr changed my bp meds to another .heart rate went to over 200 per minute. Literally see it thumping.  Went back on, ok now."
"atenolol oral","Tenormin","I have way too many side effects, out of breath all of the time, swollen ankles & feet constantly, wheezing all of the time, skipped heartbeats, weight gain, anxiety, abnormal nightmares, body aches & pains, heartburn, leg pain, headaches, easy bruising, Erythema Nodosum (since I have been on atenolol), insomnia, dry eyes, the list goes on.        
 "
"atenolol oral","Tenormin","I have to split this pill because the whole one causes me to be dizzy, and I am on the lowest milligrams of this pill."
"atenolol oral","Tenormin","Taking this medication along with three others to control my BP. Have had high BP ever since I was five and 20 years later still have to use this medication. It's important if your having surgery let the pre-op nurses and your doctor know your taking it because it can interfere with their medications or the surgery."
"User Reviews & Ratings - atenolol oral","Tenormin","BP OF, fatigue"
"atenolol oral","Tenormin","Erratic very low blood pressure and pulse rate.  Sometimes fatigue, dizziness and shortness of breath."
"atenolol oral","Tenormin","I used to take some form of headache medicine daily whether it was advil, immitrex, etc.  Since I've been taking this preventative (~6 months), my migraines are practically gone!  I'm so fortunate!  I don't have any noticeable side effects either."
"User Reviews & Ratings - atenolol oral","Tenormin","Because of insurance coverage this was cheaper than the Diovan I had been taking. I tried Lisinopril but got the bad ""tickle cough"" many get. Soon after increasing my dosage because it wasn't effective enough I got a very irritating cough that would not do away. I received allergy tests and chest xray which cost me $700 and were neg. Dr. wanted to do tests for GERD and sinus xrays next. These would have cost me a lot out of pocket and I didn't have any symptoms that made sense. When I asked if it could be from the BP med I was told it was not one of the side effects of Atenolol. I have been hiking in the mountains and felt 90 years old. Trouble catching my breath and no stamina. I used to be an athlete and now can't even think about strenuous activity. Now I find out ALL these symptoms can be from Atenelol.I feel duped out of 5 years of a quality of life. This drug is horrible   "
"atenolol oral","Tenormin","When taken at night there is no problem sleeping, no drowsiness in the day time am able to drive with no side effects."
"atenolol oral","Tenormin","I had multiple side effects, not knowing I was having them ... My doctor kept saying ""You know as you get older these things happen"" I was confused... SIDE EFFECT... Finally after 3 years I took myself off of it.... Its been a few years now and I still have some problems from this drug... In Great Brittian It is used as a last avenue in treatment for high blood pressure..."
"atenolol oral","Tenormin","BP has been reduced with this drug and others - Benazepril and  Amlodipine"
"User Reviews & Ratings - atenolol oral","Tenormin","makes me tired, and limits my physical activity"
"atenolol oral","Tenormin","Take it for high blood pressure for ten years now. Blood pressure went down almost immediately after taking it and has stayed normal ever since. No side effects"
"atenolol oral","Tenormin","Relief"
"atenolol oral","Tenormin","Very negative side effects for me.  If I take it at bedtime, I have seriously bizarre dreams--could be straight out of TWILIGHT ZONE.  If I take it at breakfast, I have up to 5 hours of dizziness, which can be dangerous in my job. Atenolol also ""deadens"" my sensivity to low blood sugar, which could be lethal, as I'm diabetic. (This was recently added to Hyzaar & Cozaar, which I've taken successfully for years with no problems.)"
"atenolol oral","Tenormin","I had taken this drug in various dosages for 20 years until the Dr took me off if for no reason. Been having side effects with teh new drug. I now found a new Dr. and am looking at either going back to this or finding something else."
"User Reviews & Ratings - atenolol oral","Tenormin","I take this drug for rapid heart-beat. It does lower my beats per minute. I am starting to question possible side affects like TIA mini- strokes.? I have been on this medication for a very long time. I once had an neurologist ask me to stop taking this medicine. She even said please. This was after I had a moderate mini- stroke, She never said why. Told her I would have to ask my doctor. Do you know why she would want me to discontinue this drug????"
"atenolol oral","Tenormin","b/p has been 130/76 and other times it has been 112/72....dosage was lowered due to dizziness but have to go back up on dosage.. b/p was 153/85.....going to go see doctor.....but....it has helped a lot..."
"atenolol oral","Tenormin","makes mefatigued"
"atenolol oral","Tenormin","Been taking Drug for over 3 years blood pressure 114/75 heart rate 61 ride a 2 wheel bike over 1000 miles a year for 16 of the past 18 years.  Would like to experience a lot more energy"
"atenolol oral","Tenormin","This made me have stomack problems so bad real bad feels like i swallowed a ball had servere gas and i couldent work in my yard or be in sun..and burping all the time i was so dizz and passing out and falling..i hate this feeling and i only been on 13 days didnt feel like it befor."
"User Reviews & Ratings - atenolol oral","Tenormin","Low energy. "
"atenolol oral","Tenormin","i suffer from severe all over body sweating due to my being a diabetic and having high blood sugar..a couple years ago i went for a stress test and was given this medicine to slow my heart rate for the test.....i cant tell you what a life saver this medicine has been for me...within a few days of taking it i noticed my sweating has slowed down about 75%...now after about 2 years of taking it i have completely stopped sweating....if you experience bad sweating i would recommend trying atenolol..its my life saver."
"atenolol oral","Tenormin","weight gain"
"atenolol oral","Tenormin","Started this drug one month ago. Blood pressure very low pulse is around 61. And I have bloating and stomach pain. Much harder to work out shortness of breath while exercising.
"
"User Reviews & Ratings - atenolol oral","Tenormin","I started taking this at 22. Makes me tired if I take with my pain meds. No bad side effects except trouble with low blood sugar. I am upset cause I have to switch today to labetlol cause im 4 months pregnant. Hopefully after can go back on since I started atenolol always had great blood pressure on a 25mg dose."
"atenolol oral","Tenormin","My mother is about 90 years old.  This medication caused her heart rate to drop very low.   She was feeling dizzy, lost weight and eventually she passed out and we took her to the hospital.  It took two weeks (going off the medication) before she felt herself again.  Very elderly people should be careful with this medication."
"atenolol oral","Tenormin","I take 200 mg a day.not working too well.Tired a lot,palpatations,thinning hair,some weight gain.coughing after I take it.Doc gave me another med ,afraid to take it BP 180/90 most of the time.Dont want blood thinners."
"atenolol oral","Tenormin","Learned that I cannot take a Beta Blocker.  After only two doses, pulse dropped to 52; extremely fatigued; horrible abdominal pain.  Literally did not sleep at all the second night.  I was taking 50m.  Dr. said cut the pill in half, which I did.  Pulse went up to 54, had body aches, and abdominal pain got worse.  Took myself off it yesterday.  Pulse was up to 64 this a.m.  Abdominal pain still there, but better.  Do not like this medication.  Appointment with doctor for follow up in two weeks.  "
"atenolol oral","Tenormin","Controlled BP but my hair has become extremely thinner, my ankles have swelled, I gasp for air, gained 10 pounds, legs hurt, left arm hurt. I was taking 20 mgs a day for 4 months. I backed off by half for a week then a quarter and have now quit. Ladies beware!!! "
"User Reviews & Ratings - atenolol oral","Tenormin","I take 1/2 of a 25mg at night.  Took with coq10, and passed out for 5 hours.  Woke up and threw up 4 times.  Now can not take any pain meds, as I pass out and can't breath.  Doctor thinks I want attention!!!  Only get about 3 to 4 hours of sleep because I wake up not breathing, catching my breath!!!"
"atenolol oral","Tenormin","No apparent sidwe affects"
"atenolol oral","Tenormin","It doesn't seem to last 24 hours.  My systolic rate is very low and my diastolic is too high."
"atenolol oral","Tenormin","I've been on 25mg for 3 years.I have had no problems."
"atenolol oral","Tenormin","I HAVE NO PROBLEM WITH THIS DRUG."
"User Reviews & Ratings - atenolol oral","Tenormin"," this medicine be used with viagra"
"atenolol oral","Tenormin","high blood presure"
"atenolol oral","Tenormin","My DR has added Losartan to lower BP as Attenolol was not effective by itself."
"atenolol oral","Tenormin","I have an irregular heartbeat - the medication helps greatly but doesn't completely fix the problem. So far, I can live with the result. No noticeable weight gain, no loss however and I don't eat much. I eat healthy; lots of fruits and veg with whole grains. I exercise 6-7 days a week- walk 4-5 miles a day and weight train - and stay very active. Notice dizziness occasionally but take action to sit or other. I've never had high blood pressure; now it is pretty low at 90/60 or so. Pulse 60 - 70. This medicine helps me to function better. My irregular heart beat was very difficult to live with prior to the medication. "
"atenolol oral","Tenormin","first drug doctor prescribed for HBP.  Within 2 weeks, under light exertion I would gasp for air.  I had asthma as a child and this drug should not be taken if you have or had had asthma."
"User Reviews & Ratings - atenolol oral","Tenormin","I started taking this med about a year ago. worked well but started to gain wieght. Doc put me on lisinopril-HCTZ 20/25 mg. I felt aweful on that!!! heart started racing,dry mouth , dizzy and lightheaded. Now Doc switched me back to atenolol 50mg. I'll deal with the wieght gain just so I feel better"
"atenolol oral","Tenormin","Every time I take it I end up with a headache."
"atenolol oral","Tenormin","I've been on atenolol for 5 years.  the first few years on 25 mg and not too many side effects except tiredness. I did notice some weight gain.  two yaers ago I started to take 50 mg.  I have gained 25 lbs and my hair is falling out !  I had heard about the weight gain associated with the drug, but until reading the reviews, didn't associate the hair loss.  definately going to talk to my doctor.  "
"atenolol oral","Tenormin","I have had problems with my heart, and its helped alot easing of chest pain. I still have it but not as much."
"User Reviews & Ratings - atenolol oral","Tenormin","after many years of use, have developed psoriasis"
"atenolol oral","Tenormin","small dose recommended. Took for three, four months-bloating, exhaustion, sudden mood swings etc... stopped using after every other day use for one week. "
"User Reviews & Ratings - atenolol oral","Tenormin","I have been on this medication for a few years now. It works for me. My hair is thinner and I did gain weight... Not sure if it is the medicine or my maturing age. I tell others, quite often, of how it works for me. "
"atenolol oral","Tenormin","does this make your hair thin or come out."
"atenolol oral","Tenormin","Diastolic pressure and PVC's under control.  Makes me a little tired during the day, but I can live with that."
"atenolol oral","Tenormin","I've been taking 25MG of Atenolol for the past 2 years for hypertension and tachycardia. It does wonders for my heart rate, it used to be 100-120/BPM and now it's usually down in the 60-75 range. The only drawback is that sometimes my heart rate goes into the 50s and in response my blood pressure actually rises. Also, it has made my asthma symptoms a little bit worse. Overall, the side effects aren't too bad when compared to the effectiveness of the drug"
"atenolol oral","Tenormin","I have no complaints with this drug except it causes weight gain..... That I'm not happy about. Can't seem to get the Dov to listen or care. Is there another drug instead?"
"User Reviews & Ratings - atenolol oral","Tenormin","I have been on it since 1980 because of a bent artery in heart. Stents in @ yr 2000, dr kept me on. Med is ok BUT all med books (and wife) states it makes me impotent, no sex.  NOT GOOD in that area."
"atenolol oral","Tenormin","ok"
"atenolol oral","Tenormin","I was taking lisnopril also and one night I woke up thought I was going to die. My heart was doing flips I have never felt it so low so I would only take it a few days before my doctors visit thnking my doctor is a doctor for a reason and it must be good for me. Then for the first time I needed surgery my uterus prolapsed and I had to go to a cardio doc before operation my primary doc told me I had a very bad ticker. It just ended up I was not a candidate for a beta blocker. Talk about scary I don't understand how you are a canidate for a beta blocker when your taking lisinopril. I am glad it is over. "
"atenolol oral","Tenormin","prescribed since 4 years ago. swelling of ankles, ice cold feet & hands all year round, lately heightened anxiety,low pressure sometimes,tiredness,palpitations. I honestly don't know how much of this due to menopause. I want to get to the bottom of these symptoms. "
"User Reviews & Ratings - atenolol oral","Tenormin","Atenolol appears to adequately control my ventricular tachycardia however, it totally destroys my ability to run for exercise."
"atenolol oral","Tenormin","I've been on this medication since 1985(26 years). Never had a problem. Blood pressure usually about 120/75. Definitely recommend."
"atenolol oral","Tenormin","It has been effective in lowering my BP, but the side effects are hard to take. It causes like this tight band around my shoulders and rib cage that hurts, especially when I'm in bed tring to sleep. Also, a lot of pain in my hands and stiffness that wasn't there before. Have tried many different BP meds, most have worse side effects than this one! "
"atenolol oral","Tenormin","Need only 25mg to lower from 150/100 to 125/75. Prescribed 100mg then lowered to 50mg but still lowered too much(110/65)& caused tingling on the back. At 25mg, side effect is only some muscle weakness felt in the thighs when cycling. Norvasc, Micardis all caused serious tachycardia even at low dose."
"User Reviews & Ratings - atenolol oral","Tenormin","I have been taking this for a year & 2 months.  I haven't had any problems with it, but about 3 months ago I started having aches in my left arm.  I went to my dr. & he said he thought it was just muscular problem & told me to take advil.  But I was wondering if anybody else has had this problem sence being on Atenol??"
"atenolol oral","Tenormin","ihave been taking this for 3 mos for HBP 160/70s also for very bad headaches was waking up in the morning with very dry mouth and throat i was wanting to drink more and needing something cold the more i drank the more i needed told dr to change me or i would take myself off he put me on Bystolic we will see what will happen "
"atenolol oral","Tenormin","taking 50mg before i go to bed after 3to4 hour legs hurting wonder if atenolol is causing legs ok during day
"
